289	1604661754976	-0.294	9.268	1.504	Test1
290	1604661754977	-1.959	9.103	1.666	Test1
291	1604661754978	-2.208	9.237	3.5	Test1
292	1604661755172	-0.709	9.369	3.421	Test1
293	1604661755173	-0.529	10.01	2.926	Test1
294	1604661755174	-1.92	9.749	2.459	Test1
295	1604661755175	-2.409	9.489	2.071	Test1
296	1604661755176	-1.532	9.963	1.872	Test1
297	1604661755177	-0.467	9.656	2.04	Test1
298	1604661755178	-0.278	9.302	2.852	Test1
299	1604661755179	-0.699	9.431	3.5	Test1
300	1604661755180	0.014	9.213	3.97	Test1
301	1604661755181	-0.397	8.696	4.068	Test1
302	1604661755371	-1.81	8.751	4.314	Test1
303	1604661755372	-2.327	8.962	3.637	Test1
304	1604661755373	-2.093	8.478	3.951	Test1
305	1604661755374	-1.93	8.746	4.281	Test1
306	1604661755375	-1.461	9.177	5.021	Test1
307	1604661755376	-1.044	8.73	4.633	Test1
308	1604661755377	-1.535	9.129	3.11	Test1
309	1604661755378	-2.275	9.445	4.171	Test1
310	1604661755379	-1.743	9.69	4.695	Test1
311	1604661755380	0.702	9.809	5.354	Test1
312	1604661755569	2.119	10.027	4.856	Test1
313	1604661755570	2.219	10.329	4.7	Test1
314	1604661755571	3.17	10.267	4.927	Test1
315	1604661755572	4.374	10.513	5.392	Test1
316	1604661755573	4.398	10.145	6.184	Test1
317	1604661755574	3.038	9.625	7.494	Test1
318	1604661755575	2.473	9.043	7.267	Test1
319	1604661755576	3.182	8.713	6.673	Test1
320	1604661755577	5.014	9.256	6.915	Test1
321	1604661755578	5.346	9.323	7.207	Test1
322	1604661755769	4.307	9.211	6.378	Test1
323	1604661755770	4.101	9.127	5.15	Test1
324	1604661755771	4.947	9.077	3.915	Test1
325	1604661755772	5.739	9.022	3.714	Test1
326	1604661755773	5.37	8.926	4.111	Test1
327	1604661755774	4.731	9.084	4.212	Test1
328	1604661755775	3.441	9.16	4.408	Test1
329	1604661755776	2.631	9.06	3.915	Test1
330	1604661755777	2.375	8.967	3.424	Test1
331	1604661755778	3.661	9.333	3.673	Test1
332	1604661755970	3.716	9.192	3.864	Test1
333	1604661755971	2.176	8.914	3.905	Test1
334	1604661755972	0.709	8.627	3.876	Test1
335	1604661755973	0.771	8.502	2.969	Test1
336	1604661755974	2.081	8.921	2.507	Test1
337	1604661755975	2.488	8.993	2.801	Test1
338	1604661755976	1.307	8.892	3.895	Test1
339	1604661755977	0.005	8.186	4.276	Test1
340	1604661755978	-0.943	7.501	4.3	Test1
341	1604661755979	-1.14	6.96	2.899	Test1
342	1604661756169	-0.034	6.702	1.733	Test1
343	1604661756170	0.747	6.632	1.518	Test1
344	1604661756171	0.022	6.529	1.437	Test1
345	1604661756172	-1.302	6.603	1.987	Test1
346	1604661756173	-1.202	6.702	1.863	Test1
347	1604661756174	-0.026	7.444	2.052	Test1
348	1604661756175	0.651	8.083	2.152	Test1
349	1604661756176	0.603	8.605	3.132	Test1
350	1604661756177	1.001	9.958	3.776	Test1
351	1604661756178	2.763	10.599	4.312	Test1
352	1604661756366	3.374	11.193	5.179	Test1
353	1604661756367	2.095	11.643	6.781	Test1
354	1604661756368	0.869	11.794	7.923	Test1
355	1604661756369	0.316	11.991	8.148	Test1
356	1604661756370	0.62	12.69	7.116	Test1
357	1604661756371	1.812	12.151	6.572	Test1
358	1604661756372	1.154	11.885	7.413	Test1
359	1604661756373	-0.848	11.543	8.859	Test1
360	1604661756374	-1.274	11.318	8.387	Test1
361	1604661756375	-1.338	10.674	7.942	Test1
362	1604661756570	-2.37	9.73	7.456	Test1
363	1604661756571	-3.134	9.206	7.362	Test1
364	1604661756572	-4.022	8.943	6.275	Test1
365	1604661756573	-4.753	8.651	5.761	Test1
366	1604661756574	-5.713	8.308	5.677	Test1
367	1604661756575	-5.866	7.688	5.303	Test1
368	1604661756576	-5.639	7.386	3.886	Test1
369	1604661756577	-5.021	7.054	2.44	Test1
370	1604661756578	-4.868	6.702	1.128	Test1
371	1604661756579	-5.84	6.436	0.931	Test1
372	1604661756766	-6.108	6.022	0.821	Test1
373	1604661756767	-5.914	5.569	1.178	Test1
374	1604661756768	-4.88	5.797	1.652	Test1
375	1604661756769	-4.642	5.248	0.895	Test1
376	1604661756770	-5.042	5.296	-0.625	Test1
377	1604661756771	-4.808	5.193	-0.577	Test1
378	1604661756772	-4.779	5.287	0.208	Test1
379	1604661756773	-4.135	5.342	0.323	Test1
380	1604661756774	-3.208	5.775	0.544	Test1
381	1604661756775	-2.696	5.957	0.239	Test1
382	1604661756968	-2.299	6.216	-0.242	Test1
383	1604661756969	-2.179	6.532	-0.34	Test1
384	1604661756970	-1.504	6.477	0.012	Test1
385	1604661756971	-0.814	6.721	1.434	Test1
386	1604661756972	-1.209	7.269	2.368	Test1
387	1604661756973	-1.743	7.607	1.573	Test1
388	1604661756974	-1.973	8.09	0.175	Test1
389	1604661756975	-1.705	8.447	0.005	Test1
390	1604661756976	-0.941	8.71	1.147	Test1
391	1604661756977	1.518	9.319	3.153	Test1
392	1604661757169	2.641	9.156	2.844	Test1
393	1604661757170	0.227	9.618	2.296	Test1
394	1604661757171	-0.757	9.654	3.934	Test1
395	1604661757172	0.927	9.5	4.523	Test1
396	1604661757173	0.955	9.201	3.354	Test1
397	1604661757174	-0.165	9.342	4.341	Test1
398	1604661757175	0.405	9.534	6.694	Test1
399	1604661757176	1.544	8.971	6.773	Test1
400	1604661757177	0.148	8.988	5.89	Test1
401	1604661757178	-0.936	9.201	8.349	Test1
402	1604661757366	-0.22	9.491	9.941	Test1
403	1604661757367	0.754	8.928	8.84	Test1
404	1604661757368	-0.139	9.659	6.515	Test1
405	1604661757369	0.84	9.905	7.209	Test1
406	1604661757370	2.313	9.793	7.81	Test1
407	1604661757371	1.781	9.761	7.439	Test1
408	1604661757372	1.389	10.015	7.939	Test1
409	1604661757373	2.923	10.264	8.89	Test1
410	1604661757374	4.133	10.417	7.841	Test1
411	1604661757375	3.661	10.925	7.422	Test1
412	1604661757567	3.249	11.289	6.797	Test1
413	1604661757568	3.12	11.421	4.798	Test1
414	1604661757569	3.587	11.739	4.025	Test1
415	1604661757570	5.888	12.323	5.684	Test1
416	1604661757571	5.859	13.099	6.852	Test1
417	1604661757572	4.532	12.864	7.386	Test1
418	1604661757573	3.177	12.678	8.291	Test1
419	1604661757574	2.876	12.52	8.627	Test1
420	1604661757575	3.723	12.211	8.469	Test1
421	1604661757576	4.82	11.538	7.848	Test1
422	1604661757768	3.431	10.87	6.462	Test1
423	1604661757769	2.196	10.089	5.677	Test1
424	1604661757770	1.07	9.177	5.095	Test1
425	1604661757771	0.012	8.155	3.946	Test1
426	1604661757772	-0.177	7.532	2.732	Test1
427	1604661757773	1.216	7.015	1.302	Test1
428	1604661757774	1.786	6.421	-0.603	Test1
429	1604661757775	0.857	6.22	-0.292	Test1
430	1604661757776	-0.764	6.249	1.063	Test1
431	1604661757777	-1.626	5.842	1.834	Test1
432	1604661757966	-0.536	5.507	0.67	Test1
433	1604661757967	-0.022	5.689	-0.113	Test1
434	1604661757968	0.34	5.818	-0.132	Test1
435	1604661757969	0.043	5.825	-0.409	Test1
436	1604661757970	-0.163	5.763	0.038	Test1
437	1604661757971	-0.366	5.741	0.259	Test1
438	1604661757972	0.644	5.811	0.972	Test1
439	1604661757973	1.195	6.144	1.185	Test1
440	1604661757974	1.212	6.146	1.156	Test1
441	1604661757975	0.68	6.038	1.417	Test1
442	1604661758167	-0.929	5.528	1.403	Test1
443	1604661758168	-3.024	5.71	1.678	Test1
444	1604661758169	-2.543	6.06	1.762	Test1
445	1604661758170	-0.053	6.218	2.26	Test1
446	1604661758171	1.073	7.271	1.566	Test1
447	1604661758172	0.433	7.324	3.05	Test1
448	1604661758173	-1.956	7.37	4.767	Test1
449	1604661758174	-2.148	7.391	3.615	Test1
450	1604661758175	-0.069	7.619	1.985	Test1
451	1604661758176	1.64	8.114	2.83	Test1
452	1604661758368	1.235	8.545	5.289	Test1
453	1604661758369	0.369	8.562	6.352	Test1
454	1604661758370	1.068	8.727	5.658	Test1
455	1604661758371	0.675	8.382	5.351	Test1
456	1604661758372	-1.003	8.083	6.125	Test1
457	1604661758373	-2.354	8.088	7.391	Test1
458	1604661758374	-1.774	8.49	8.634	Test1
459	1604661758375	-0.883	8.466	9.266	Test1
460	1604661758376	-1.168	8.572	9.342	Test1
461	1604661758377	-3.048	8.739	10.259	Test1
462	1604661758566	-3.723	8.239	10.875	Test1
463	1604661758567	-2.603	7.71	10.827	Test1
464	1604661758568	-2.665	8.354	10.334	Test1
465	1604661758569	-1.942	8.282	10.875	Test1
466	1604661758570	-0.654	7.949	9.584	Test1
467	1604661758571	1.118	8.038	7.013	Test1
468	1604661758572	2.729	8.682	7.188	Test1
469	1604661758573	3.275	9.103	8.617	Test1
470	1604661758574	3.544	8.677	9.297	Test1
471	1604661758575	2.351	8.289	8.524	Test1
472	1604661758767	2.361	8.215	8.981	Test1
473	1604661758768	2.842	8.674	10.59	Test1
474	1604661758769	4.166	8.538	10.097	Test1
475	1604661758770	5.449	8.038	8.112	Test1
476	1604661758771	5.763	8.083	6.817	Test1
477	1604661758772	6.524	8.057	6.8	Test1
478	1604661758773	7.341	8.073	6.52	Test1
479	1604661758774	7.599	7.889	6.314	Test1
480	1604661758775	6.869	7.899	6.68	Test1
481	1604661758776	5.327	8.042	7.3	Test1
482	1604661758968	4.267	8.057	7.951	Test1
483	1604661758969	4.571	7.882	7.123	Test1
484	1604661758970	4.999	8.126	6.139	Test1
485	1604661758971	4.645	8.581	4.784	Test1
486	1604661758972	4.947	8.679	4.281	Test1
487	1604661758973	4.307	8.442	4.851	Test1
488	1604661758974	2.536	7.848	6.268	Test1
489	1604661758975	1.425	7.54	7.259	Test1
490	1604661758976	1.106	7.417	6.522	Test1
491	1604661758977	1.276	7.798	5.564	Test1
492	1604661759166	0.711	8.038	5.349	Test1
493	1604661759167	0.125	8.071	5.574	Test1
494	1604661759168	-0.649	8.198	5.677	Test1
495	1604661759169	-0.18	8.363	6.479	Test1
496	1604661759170	0.512	8.404	6.18	Test1
497	1604661759171	1.008	8.495	5.976	Test1
498	1604661759172	0.8	7.961	6.477	Test1
499	1604661759173	-0.534	7.267	7.264	Test1
500	1604661759174	-2.241	6.429	7.379	Test1
501	1604661759175	-2.291	6.323	6.618	Test1
502	1604661759366	-0.113	6.917	5.279	Test1
503	1604661759367	1.044	7.638	6.266	Test1
504	1604661759368	-0.769	7.485	6.426	Test1
505	1604661759369	-1.858	6.948	5.141	Test1
506	1604661759370	-1.999	7.104	3.761	Test1
507	1604661759371	-0.85	7.47	3.941	Test1
508	1604661759372	-0.596	7.626	4.853	Test1
509	1604661759373	-2.066	7.329	4.774	Test1
510	1604661759374	-2.864	7.281	4.604	Test1
511	1604661759375	-3.239	7.379	4.113	Test1
512	1604661759568	-1.894	7.247	2.536	Test1
513	1604661759569	-0.86	7.315	2.756	Test1
514	1604661759570	-1.142	7.42	4.425	Test1
515	1604661759571	-2.797	7.269	5.552	Test1
516	1604661759572	-4.123	7.106	5.215	Test1
517	1604661759573	-4.525	7.2	4.971	Test1
518	1604661759574	-4.214	7.089	5.368	Test1
519	1604661759575	-4.133	7.204	5.677	Test1
520	1604661759576	-3.814	7.446	5.004	Test1
521	1604661759577	-2.667	7.616	3.414	Test1
522	1604661759767	-1.731	7.853	4.099	Test1
523	1604661759768	-1.312	7.98	5.188	Test1
524	1604661759769	-2.205	7.915	5.382	Test1
525	1604661759770	-2.701	8.045	5.988	Test1
526	1604661759771	-3.577	8.071	6.388	Test1
527	1604661759772	-4.355	7.769	6.778	Test1
528	1604661759773	-4.176	7.64	7.214	Test1
529	1604661759774	-4.077	7.485	7.197	Test1
530	1604661759775	-3.596	7.645	7.247	Test1
531	1604661759776	-2.955	7.839	7.216	Test1
532	1604661759966	-1.707	7.784	6.936	Test1
533	1604661759967	-0.86	7.954	6.821	Test1
534	1604661759968	-0.448	8.282	6.702	Test1
535	1604661759969	-0.56	8.282	6.134	Test1
536	1604661759970	-0.309	7.915	5.131	Test1
537	1604661759971	-0.436	8.071	3.874	Test1
538	1604661759972	-0.802	8.366	4.195	Test1
539	1604661759973	-1.35	8.402	4.884	Test1
540	1604661759974	-1.477	8.322	5.229	Test1
541	1604661759975	-1.65	8.311	4.774	Test1
542	1604661760168	-1.243	8.258	4.41	Test1
543	1604661760169	-0.572	7.985	4.37	Test1
544	1604661760170	-0.613	7.99	4.046	Test1
545	1604661760171	-0.848	8.138	4.018	Test1
546	1604661760172	-1.056	7.774	4.077	Test1
547	1604661760173	-0.982	7.094	4.075	Test1
548	1604661760174	-1.338	7.044	4.712	Test1
549	1604661760175	-0.426	7.76	5.969	Test1
550	1604661760176	2.052	7.839	6.785	Test1
551	1604661760177	3.431	7.765	6.57	Test1
552	1604661760366	1.611	7.932	6.584	Test1
553	1604661760367	0.946	7.58	7.317	Test1
554	1604661760368	0.299	7.224	7.192	Test1
555	1604661760369	0.946	7.161	6.654	Test1
556	1604661760370	4.319	7.93	8.478	Test1
557	1604661760371	5.703	8.143	8.617	Test1
558	1604661760372	3.922	8.325	7.884	Test1
559	1604661760373	2.804	7.985	8.643	Test1
560	1604661760374	3.62	7.968	10.688	Test1
561	1604661760375	5.986	8.291	11.777	Test1
562	1604661760566	6.984	8.282	11.033	Test1
563	1604661760567	5.227	8.363	7.702	Test1
564	1604661760568	4.305	7.645	6.749	Test1
565	1604661760569	5.208	7.257	5.959	Test1
566	1604661760570	6.579	7.394	4.367	Test1
567	1604661760571	7.226	7.473	2.358	Test1
568	1604661760572	5.964	7.489	1.293	Test1
569	1604661760573	5.311	6.788	0.582	Test1
570	1604661760574	4.803	7.044	0.407	Test1
571	1604661760575	4.415	7.228	0.572	Test1
