1	1604661749176	-0.098	8.141	5.959	Test1
2	1604661749371	-0.266	8.263	5.603	Test1
3	1604661749372	-0.211	8.117	5.366	Test1
4	1604661749373	-0.048	8.023	5.121	Test1
5	1604661749374	-0.136	7.968	4.793	Test1
6	1604661749375	-0.227	7.894	4.851	Test1
7	1604661749376	0.005	7.915	4.923	Test1
8	1604661749377	0.096	8.028	5.368	Test1
9	1604661749378	0.201	8.181	5.413	Test1
10	1604661749379	0.113	8.267	5.145	Test1
11	1604661749380	0.115	8.184	5.057	Test1
12	1604661749567	0.024	8.148	5.351	Test1
13	1604661749568	0.11	8.191	5.43	Test1
14	1604661749569	0.213	8.263	5.356	Test1
15	1604661749570	0.275	8.358	5.37	Test1
16	1604661749571	0.304	8.378	5.054	Test1
17	1604661749572	0.371	8.337	4.848	Test1
18	1604661749573	0.646	8.404	4.652	Test1
19	1604661749574	0.678	8.344	4.571	Test1
20	1604661749575	0.594	8.346	4.499	Test1
21	1604661749576	0.433	8.342	4.669	Test1
22	1604661749767	0.481	8.404	4.645	Test1
23	1604661749768	0.589	8.586	4.614	Test1
24	1604661749769	0.781	8.818	4.798	Test1
25	1604661749770	1.118	8.809	4.99	Test1
26	1604661749771	1.113	8.758	4.892	Test1
27	1604661749772	0.826	8.658	4.552	Test1
28	1604661749773	0.481	8.492	4.571	Test1
29	1604661749774	0.63	8.263	4.319	Test1
30	1604661749775	0.702	8.229	3.941	Test1
31	1604661749776	0.733	8.39	3.642	Test1
32	1604661749967	0.388	8.488	3.754	Test1
33	1604661749968	0.225	8.564	4.487	Test1
34	1604661749969	0.067	8.449	4.947	Test1
35	1604661749970	-0.029	8.33	4.954	Test1
36	1604661749971	0.105	8.356	4.884	Test1
37	1604661749972	0.199	8.358	5.011	Test1
38	1604661749973	0.374	8.442	4.975	Test1
39	1604661749974	0.608	8.469	4.757	Test1
40	1604661749975	0.852	8.447	4.777	Test1
41	1604661749976	0.737	8.423	4.736	Test1
42	1604661750170	0.766	8.445	4.884	Test1
43	1604661750171	0.809	8.447	5.081	Test1
44	1604661750172	0.735	8.435	5.294	Test1
45	1604661750173	0.553	8.397	5.227	Test1
46	1604661750174	0.57	8.358	5.052	Test1
47	1604661750175	0.369	8.294	4.901	Test1
48	1604661750176	0.261	8.301	4.731	Test1
49	1604661750177	0.455	8.272	4.805	Test1
50	1604661750178	0.625	8.334	4.853	Test1
51	1604661750179	0.601	8.39	4.98	Test1
52	1604661750371	0.577	8.409	5.188	Test1
53	1604661750372	0.565	8.382	5.093	Test1
54	1604661750373	0.438	8.318	5.121	Test1
55	1604661750374	0.405	8.169	5.073	Test1
56	1604661750375	0.52	8.174	5.066	Test1
57	1604661750376	0.546	8.277	5.042	Test1
58	1604661750377	0.632	8.334	5.196	Test1
59	1604661750378	0.642	8.306	5.167	Test1
60	1604661750379	0.601	8.296	5.102	Test1
61	1604661750380	0.733	8.253	5.263	Test1
62	1604661750577	0.623	8.27	5.222	Test1
63	1604661750578	0.453	8.258	5.186	Test1
64	1604661750579	0.5	8.205	5.351	Test1
65	1604661750580	0.512	8.22	5.212	Test1
66	1604661750581	0.584	8.243	5.03	Test1
67	1604661750582	0.723	8.301	4.906	Test1
68	1604661750583	0.682	8.251	4.86	Test1
69	1604661750584	0.728	8.26	4.894	Test1
70	1604661750585	0.73	8.296	5.124	Test1
71	1604661750586	0.565	8.284	5.176	Test1
72	1604661750771	0.555	8.232	5.21	Test1
73	1604661750772	0.5	8.215	5.212	Test1
74	1604661750773	0.378	8.22	5.102	Test1
75	1604661750774	0.39	8.193	5.04	Test1
76	1604661750775	0.469	8.22	5.133	Test1
77	1604661750776	0.534	8.239	5.299	Test1
78	1604661750777	0.469	8.246	5.26	Test1
79	1604661750778	0.407	8.2	5.224	Test1
80	1604661750781	0.393	8.169	5.258	Test1
81	1604661750782	0.414	8.188	5.291	Test1
82	1604661750969	0.424	8.205	5.162	Test1
83	1604661750970	0.347	8.229	5.071	Test1
84	1604661750971	0.522	8.22	4.949	Test1
85	1604661750972	0.608	8.27	5.038	Test1
86	1604661750973	0.709	8.318	5.16	Test1
87	1604661750974	0.567	8.255	5.222	Test1
88	1604661750975	0.467	8.174	5.406	Test1
89	1604661750976	0.316	8.222	5.368	Test1
90	1604661750977	0.345	8.234	5.239	Test1
91	1604661750978	0.527	8.217	5.064	Test1
92	1604661751171	0.594	8.33	5.21	Test1
93	1604661751172	0.57	8.476	5.339	Test1
94	1604661751173	0.503	8.49	5.378	Test1
95	1604661751174	0.314	8.478	5.454	Test1
96	1604661751175	0.189	8.61	5.208	Test1
97	1604661751176	0.113	8.823	5.09	Test1
98	1604661751177	0.263	9	5.792	Test1
99	1604661751178	0.041	8.785	5.564	Test1
100	1604661751179	-0.409	8.291	4.913	Test1
101	1604661751180	0.036	7.604	5.148	Test1
102	1604661751370	1.049	7.686	5.557	Test1
103	1604661751371	1.259	7.748	4.506	Test1
104	1604661751372	0.67	8.303	4.149	Test1
105	1604661751373	0.393	8.368	4.92	Test1
106	1604661751374	0.127	8.689	6.103	Test1
107	1604661751375	0.675	8.631	6.579	Test1
108	1604661751376	0.524	8.976	5.734	Test1
109	1604661751377	0.931	9.031	4.109	Test1
110	1604661751378	1.221	9.395	3.321	Test1
111	1604661751379	1.417	9.242	3.369	Test1
112	1604661751570	1.118	9.22	3.814	Test1
113	1604661751571	0.986	9.074	4.209	Test1
114	1604661751572	0.883	8.919	4.638	Test1
115	1604661751573	0.467	8.627	4.652	Test1
116	1604661751574	0.867	8.387	4.262	Test1
117	1604661751575	1.461	8.057	4.008	Test1
118	1604661751576	0.84	7.633	3.445	Test1
119	1604661751577	0.211	7.092	3.419	Test1
120	1604661751578	-0.582	6.781	3.702	Test1
121	1604661751579	-0.658	7.032	4.233	Test1
122	1604661751772	-0.728	7.647	5.277	Test1
123	1604661751774	-0.596	8.277	5.923	Test1
124	1604661751775	-0.366	8.665	6.354	Test1
125	1604661751776	0.812	9.117	5.686	Test1
126	1604661751777	1.489	9.22	5.076	Test1
127	1604661751778	1.465	9.266	5.004	Test1
128	1604661751779	1.166	9.079	6.321	Test1
129	1604661751780	0.69	8.653	6.481	Test1
130	1604661751781	0.63	8.32	5.361	Test1
131	1604661751782	-0.462	7.537	5.509	Test1
132	1604661751970	-1.391	7.257	3.685	Test1
133	1604661751971	-0.136	7.461	1.216	Test1
134	1604661751972	0.438	8.157	2.536	Test1
135	1604661751973	2.715	7.465	5.741	Test1
136	1604661751974	-0.369	6.939	4.329	Test1
137	1604661751975	-3.872	7.247	4.846	Test1
138	1604661751976	-4.07	8.136	5.04	Test1
139	1604661751977	-0.783	8.196	5.172	Test1
140	1604661751978	1.03	8.811	3.146	Test1
141	1604661751979	1.832	8.737	1.908	Test1
142	1604661752170	0.316	9.474	3.625	Test1
143	1604661752171	0.141	9.436	3.946	Test1
144	1604661752172	0.242	9.73	3.354	Test1
145	1604661752173	0.259	9.805	3.805	Test1
146	1604661752174	0.666	9.876	4.501	Test1
147	1604661752175	0.84	9.797	4.276	Test1
148	1604661752176	0.618	9.594	4.975	Test1
149	1604661752177	-0.364	10.427	6.503	Test1
150	1604661752178	-0.496	10.137	7.851	Test1
151	1604661752179	-0.278	10.911	6.381	Test1
152	1604661752372	0.551	12.35	4.903	Test1
153	1604661752373	2.483	12.35	4.35	Test1
154	1604661752374	0.86	12.979	5.284	Test1
155	1604661752375	0.496	13.121	5.847	Test1
156	1604661752376	1.135	13.518	6.295	Test1
157	1604661752377	1.597	13.501	6.412	Test1
158	1604661752378	0.807	13.374	5.629	Test1
159	1604661752379	0.388	13.386	4.853	Test1
160	1604661752380	0.242	12.917	3.821	Test1
161	1604661752381	-0.56	12.407	2.895	Test1
162	1604661752570	2.148	12.316	4.853	Test1
163	1604661752571	2.849	11.636	5.042	Test1
164	1604661752572	0.127	10.968	5.059	Test1
165	1604661752573	-1.276	10.461	4.956	Test1
166	1604661752574	-1.872	10.058	3.45	Test1
167	1604661752575	1.188	9.991	3.306	Test1
168	1604661752576	2.588	9.498	3.828	Test1
169	1604661752577	-0.39	9.026	4.484	Test1
170	1604661752578	-3.249	8.437	5.083	Test1
171	1604661752579	-2.437	7.654	4.14	Test1
172	1604661752770	0.165	7.125	1.173	Test1
173	1604661752771	2.739	6.814	-1.82	Test1
174	1604661752772	2.473	5.167	-3.455	Test1
175	1604661752773	0.828	3.321	-3.472	Test1
176	1604661752774	-2.152	4.099	-0.16	Test1
177	1604661752775	-2.643	4.125	2.073	Test1
178	1604661752776	-2.488	4.54	3.065	Test1
179	1604661752777	-1.674	4.702	3.168	Test1
180	1604661752778	-0.886	4.858	1.425	Test1
181	1604661752779	-0.232	5.131	-0.541	Test1
182	1604661752972	0.211	5.21	-0.855	Test1
183	1604661752973	0.369	5.591	-0.218	Test1
184	1604661752974	-0.405	5.662	0.12	Test1
185	1604661752975	-0.84	5.95	0.029	Test1
186	1604661752976	-0.694	6.268	0.534	Test1
187	1604661752977	-0.18	6.532	1.396	Test1
188	1604661752978	-0.175	6.73	0.905	Test1
189	1604661752979	-0.077	6.587	-0.321	Test1
190	1604661752980	0.374	6.608	-0.283	Test1
191	1604661752981	0.742	7.001	1.31	Test1
192	1604661753170	-0.069	7.013	0.879	Test1
193	1604661753171	-2.188	6.994	-0.479	Test1
194	1604661753172	-2.026	7.224	-0.907	Test1
195	1604661753173	-0.5	7.338	-0.517	Test1
196	1604661753174	0.883	7.86	-0.144	Test1
197	1604661753175	1.573	8.222	-0.977	Test1
198	1604661753176	-0.108	8.145	-0.939	Test1
199	1604661753177	-1.724	7.47	-2.758	Test1
200	1604661753178	-1.116	8.263	-1.671	Test1
201	1604661753179	0.005	8.964	1.223	Test1
202	1604661753370	0.986	8.852	2.433	Test1
203	1604661753371	-1.207	8.629	0.429	Test1
204	1604661753372	-3.043	9.544	1.202	Test1
205	1604661753373	-1.982	11.227	4.283	Test1
206	1604661753374	0.658	11.991	3.555	Test1
207	1604661753375	1.415	13.693	2.864	Test1
208	1604661753376	2.782	15.024	3.077	Test1
209	1604661753377	3.702	15.778	2.495	Test1
210	1604661753378	2.595	15.199	3.122	Test1
211	1604661753379	-0.429	14.756	5.6	Test1
212	1604661753571	-1.923	14.15	8.552	Test1
213	1604661753572	-1.398	13.128	8.988	Test1
214	1604661753573	-0.594	11.792	6.532	Test1
215	1604661753574	-0.263	10.295	4.41	Test1
216	1604661753575	-0.17	9.347	2.734	Test1
217	1604661753576	0.239	8.777	2.231	Test1
218	1604661753577	0.402	8.914	3.814	Test1
219	1604661753578	0.776	8.89	3.989	Test1
220	1604661753579	0.589	8.809	3.611	Test1
221	1604661753580	0.534	8.741	2.615	Test1
222	1604661753768	1.429	8.691	1.65	Test1
223	1604661753769	2.361	9.029	2.071	Test1
224	1604661753770	3.232	9.661	3.596	Test1
225	1604661753771	3.728	9.924	4.14	Test1
226	1604661753772	3.17	9.941	4.216	Test1
227	1604661753773	2.382	9.826	4.712	Test1
228	1604661753774	2.399	9.654	5.129	Test1
229	1604661753775	3.888	10.221	5.701	Test1
230	1604661753776	5.662	10.913	5.119	Test1
231	1604661753777	4.939	11.133	2.847	Test1
232	1604661753970	5.191	10.614	2.603	Test1
233	1604661753971	5.263	10.147	3.606	Test1
234	1604661753972	4.614	9.192	4.846	Test1
235	1604661753973	2.124	8.423	6.275	Test1
236	1604661753974	-0.917	7.834	7.65	Test1
237	1604661753975	-2.109	7.465	8.581	Test1
238	1604661753976	-2.801	7.504	8.006	Test1
239	1604661753977	-2.744	7.202	6.936	Test1
240	1604661753978	-2.559	7.571	5.526	Test1
241	1604661753979	-0.915	8.466	4.489	Test1
242	1604661754171	0.62	8.761	7.19	Test1
243	1604661754172	-1.37	8.028	7.865	Test1
244	1604661754173	-4.161	7.959	7.303	Test1
245	1604661754174	-3.982	8.251	5.241	Test1
246	1604661754175	-2.878	8.5	4.398	Test1
247	1604661754176	-1.755	8.684	3.783	Test1
248	1604661754177	-2.777	8.77	3.271	Test1
249	1604661754178	-2.945	8.634	3.311	Test1
250	1604661754179	-2.708	8.423	3.445	Test1
251	1604661754180	-1.908	8.557	2.782	Test1
252	1604661754369	-1.628	8.497	2.023	Test1
253	1604661754370	-1.343	8.706	1.52	Test1
254	1604661754371	-1.731	8.679	1.982	Test1
255	1604661754372	-2.38	8.682	2.876	Test1
256	1604661754373	-3.053	8.358	2.658	Test1
257	1604661754374	-2.976	8.215	2.145	Test1
258	1604661754375	-2.703	8.131	1.592	Test1
259	1604661754376	-2.337	8.184	0.711	Test1
260	1604661754377	-1.3	8.313	-0.33	Test1
261	1604661754378	-1.449	8.282	0.694	Test1
262	1604661754570	-2.289	8.33	2.5	Test1
263	1604661754571	-3.587	7.913	2.768	Test1
264	1604661754572	-3.905	8.097	2.981	Test1
265	1604661754573	-4.2	8.246	2.816	Test1
266	1604661754574	-4.499	8.77	4.616	Test1
267	1604661754575	-4.851	8.907	5.957	Test1
268	1604661754576	-5.923	8.658	6.038	Test1
269	1604661754577	-6.951	8.73	5.224	Test1
270	1604661754578	-6.034	8.945	4.183	Test1
271	1604661754579	-6.374	8.959	2.825	Test1
272	1604661754770	-5.251	9.302	2.672	Test1
273	1604661754771	-5.035	9.11	2.093	Test1
274	1604661754772	-6.019	8.911	2.708	Test1
275	1604661754773	-6.129	8.665	4.36	Test1
276	1604661754774	-4.389	8.593	4.834	Test1
277	1604661754775	-3.599	8.785	3.927	Test1
278	1604661754776	-3.582	8.464	3.213	Test1
279	1604661754777	-3.912	8.222	2.459	Test1
280	1604661754778	-3.129	8.076	1.767	Test1
281	1604661754779	-2.514	8.16	1.889	Test1
282	1604661754969	-2.701	8.272	2.346	Test1
283	1604661754970	-2.672	8.351	2.421	Test1
284	1604661754971	-1.575	7.88	0.591	Test1
285	1604661754972	-2.09	7.973	1.001	Test1
286	1604661754973	-2.797	8.16	2.196	Test1
287	1604661754974	-1.966	8.811	3.821	Test1
288	1604661754975	0.01	9.189	3.682	Test1
